Group	Gene List
1775	037880.1,190400.1
1776	037890.1,345630.1,217580.1
1777	037900.1,216130.1
1778	037910.1,216140.1
1779	037920.1,119270.1
178	003340.1,452730.1,098340.1
1780	037940.1,119290.1,152650.1,132420.1
1781	037950.1,119300.1
1782	037960.1,257000.1,376880.1
1783	037970.1,085440.1
1784	037990.1,231620.1
1785	038000.1,231630.1,332650.1,202000.1,023640.1
1786	038060.1,353250.1,099490.1
1787	038070.1,353240.1
1788	038150.1,247140.1,266200.1,251830.1,213180.1,414450.1
1789	038170.1,135580.1,219850.2,343530.1,265830.1,396640.1,439450.1
179	003360.1,287590.1,295940.1
1790	038180.1,458470.1
1791	038190.1,458450.1,219840.1,274590.2,372200.3,389560.2,437570.1,238940.1,250590.1,384580.1,447940.1,127690.1,397790.1,106590.1,227280.2,064170.1
1792	038220.1,237510.1
1793	038240.1,434830.1,221080.1
1794	038250.1,237550.1
1795	038300.1,084270.1,161610.1,282790.1,219110.1
1796	038310.1,050610.1,083100.1
1797	038330.1,218760.1,363380.1
1798	038350.1,261050.1
1799	038360.1,250890.1,187860.1
18	000310.1,444000.1
180	003370.2,031530.1
1800	038380.2,448130.1,156110.1
1801	038410.1,067160.1,268200.1,385900.1,428200.1
1803	038440.1,162100.1
1804	038450.1,313750.1,240360.1,263930.3,201790.1,231690.1
1805	038560.1,192290.3,277340.1
1806	038570.1,440190.1,406890.1
1807	038610.1,192280.2,384070.1
1808	038650.1,208390.1
1809	038660.1,208380.1,348660.1,070210.1
181	003390.3,290170.1
1810	038670.1,208370.2
1811	038710.1,170380.1,115100.1,288720.1,237970.1,344590.1,229210.1,243540.1,233560.1,408980.1,240500.1,309240.1
1813	038770.1,254700.1,209770.1,431980.1,213130.1,431970.1,292440.1,434560.1,128770.1
1814	038790.2,350940.1
1815	038820.1,218830.1
1816	038850.1,080610.1,394490.1
1817	038860.1,401850.1
1818	038870.2,444910.2,269150.1,208780.1
182	003400.1,218300.1
1820	038910.2,367580.1
1821	038930.1,108830.1,253830.1,278680.1,108810.1,108790.1
1822	038960.1,261260.1,208730.1
1823	038980.1,261280.1,225950.1
1824	038990.1,198070.1
1825	039040.1,169760.1
1826	039050.1,278820.1
1827	039060.1,278800.1,085460.1
1828	039070.10	278790.1
1829	039080.1,349260.1
183	003440.1,338060.2
1830	039090.1,278780.1
1831	039110.1,225270.1
1832	039190.1,063950.1,292780.1,062120.1
1833	039230.1,063980.1
1834	039250.1,301900.1,292740.1,369630.1
1835	039260.1,063990.1
1836	039270.3,064000.1
1837	039280.1,064010.3
1838	039290.1,064020.1
1839	039300.2,274880.1
184	003450.1,214090.1,399350.1,087870.2,
1840	039310.2,274870.2
1841	039320.1,073850.3
1842	039370.1,455670.3,415810.1
1843	039410.1,127900.1
1844	039520.1,453830.1
1845	039530.1,439090.1
1846	039550.1,054810.1,088120.1
1847	039590.1,160000.2,229220.1
1848	039600.1,136470.1
1849	039610.1,398210.1
185	003460.1,338020.1
1850	039620.1,398180.1,389130.2,307950.1,213720.1
1851	039650.1,186790.1,414250.2,124080.1
1852	039660.1,261500.1
1853	039670.1,261490.1,296500.2,389090.1
1854	039690.1,260270.1,182320.1,124040.1
1855	039730.1,212540.1
1856	039760.3,212530.5
1857	039780.1,212510.1
1858	039790.1,212500.1
1859	039800.1,212490.1,333150.2,327760.1
186	003480.1,185450.1
1860	039810.1,212470.1,356570.1
1861	039830.1,176280.1
1862	039840.1,301590.1,394580.1,309580.1,355680.1,139440.1,139430.1
1863	039860.1,148000.3
1864	039890.1,063440.1,457280.2,
1865	039900.1,350730.1
1866	039920.1,129880.1
1867	039990.1,253790.1
1868	040000.1,336710.1,354930.1,359900.1,197130.1,065090.1
1869	040050.1,426000.1
187	003500.1,003510.1
1871	040230.1,331610.1
1872	040240.1,328240.1
1873	040270.1,277240.1
1874	040290.1,081260.1,133690.1,085000.1,411310.1,107220.1
1875	040310.1,433500.2
1876	040320.2,124820.1
1877	040330.1,124830.1
1878	040340.1,124840.1,450270.1,379890.1
1879	040350.1,124850.1,356900.1
188	003520.1,344410.1
1880	040390.1,124890.1,131560.1,123540.1
1881	040420.1,428290.1
1882	040440.1,131120.1,088610.1
1883	040480.1,102830.1
1884	040490.1,272150.1
1885	040500.1,056530.2
1886	040530.1,197080.1,094480.1,336590.1
1887	040550.1,348720.1
1888	040570.1,348730.2,090860.1,141590.1
1889	040580.1,368870.2
189	003550.1,416220.1
1890	040600.1,090840.1,141630.1
1891	040610.1,368880.1
1893	040670.1,293980.1,277700.1,359110.1
1894	040710.1,318740.2,154670.1,390840.1,318730.1,369470.3,390860.1,390830.3,
1895	040720.1,271340.1,187590.1,228070.1,368020.1,117160.1,101440.1,114800.1
1896	040730.1,228060.1
1897	040760.1,202100.1
1898	040780.1,378030.1,121920.1
1899	040820.2,308160.1
19	000340.1,299110.1
190	003560.1,034080.1
1900	040830.2,308170.1
1901	040870.1,115220.1
1902	040880.1,346390.1,371140.1
1903	040950.2,377810.1
1904	041070.1,343450.1
1905	041090.2,336100.2,377720.1
1906	041130.1,348850.1
1907	041140.1,050680.1
1908	041150.1,455390.1
1909	041160.1,455400.1,181410.1
191	003570.1,034090.1,127010.1
1910	041190.1,455420.1
1911	041200.1,455430.1
1912	041260.1,247490.1
1913	041290.1,449750.4
1914	041300.1,158040.1,128200.1
1915	041340.1,193470.1,166050.1
1916	041350.1,269200.1
1917	041360.1,269190.3
1918	041410.1,382890.1
1919	041420.1,177620.1
192	003600.1,407570.1
1920	041430.1,177610.1,165980.1,425400.2,364170.1,260190.1,144140.1,100050.1
1921	041450.1,256460.1,256450.2,391830.1,232330.1
1922	041460.1,331770.1
1923	041570.1,269340.1
1924	041580.1,383870.1,230940.1,104680.1,222120.1
1925	041610.2,305950.3
1926	041650.1,041680.1
1927	041660.1,041670.1
1928	041700.1,402620.1
1929	041710.1,402630.2
193	003620.1,407560.1,454110.1,371860.1,022080.1,436080.1,122390.2,
1930	041740.1,102780.1,302980.1,456820.1
1931	041760.5,340800.4,095660.1,125770.1
1932	041780.1,340780.1,404920.1,122620.1
1934	041830.1,340680.1
1935	041870.1,190100.1
1936	041880.1,081790.1,190130.1
1937	041890.1,190140.1
1938	041930.1,273490.1,114540.1
1939	041950.1,224200.1
194	003630.1,407540.1
1940	041970.1,041980.3
1941	041990.1,072730.1,300550.1,429810.3,
1942	042000.1,342690.1
1943	042020.1,256050.1
1944	042030.1,256040.1
1945	042040.1,256010.1
1946	042050.1,170460.1,441390.1,170470.1
1947	042070.1,374200.1
1948	042080.1,374210.1
1949	042100.1,374230.1
195	003640.1,407530.1,003650.1
1950	042120.1,096710.1,327330.1
1951	042130.4,385020.4,205190.1
1952	042140.1,385010.1
1953	042200.1,299640.1
1954	042210.1,213340.1
1956	042250.1,213380.1
1957	042290.1,261890.1
1958	042320.1,354180.1
1959	042340.1,354620.2
196	003660.1,407520.1,415500.1,200750.1,240100.1
1960	042350.1,043440.1,183880.1,176440.1
1961	042370.1,282080.1
1962	042390.1,261400.1
1963	042400.1,261390.1
1964	042420.1,064450.1
1965	042450.2,085340.1
1966	042460.1,455910.1
1967	042480.1,413290.1,260650.1,413300.1,282750.1,053620.1
1968	042510.1,148890.1
1969	042520.1,148880.1,105320.1,067340.1
197	003690.1,415450.1
1971	042540.1,148840.1
1972	042550.1,148830.1
1973	042570.1,127140.1
1974	042580.1,127130.1,125120.1
1975	042600.1,146310.2,184120.1
1976	042620.1,352150.1,129230.1,449550.1
1977	042630.1,099620.1
1978	042660.1,345310.1
1979	042690.1,345270.1
198	003710.1,078900.1
1980	042720.1,183090.1,158850.1
1981	042730.1,207080.1
1982	042740.1,455080.1,250430.1
1983	042750.1,421850.1
1984	042760.1,070200.1
1985	042770.1,364150.1
1986	042800.1,070220.1
1987	042810.1,136460.1
1988	042840.1,211230.1
1989	042880.1,141310.1
199	003720.1,250850.1
1990	042890.1,141320.1
1991	042910.1,141340.1
1992	042920.1,058080.2
1993	042940.1,399200.1,272950.3,411370.1,400550.1
1995	042960.1,375980.1
1996	042980.1,375990.1
1997	043030.1,146000.3,251780.2,
1998	043040.1,146010.1
1999	043060.1,318160.1
2	000050.1,443810.1
20	000360.1,437370.1,456950.1,258450.3,286530.1
200	003770.1,186330.1,106770.1
2000	043080.1,156870.1
2001	043100.1,086810.2,132930.1
2002	043110.3,164050.1,164060.2,156860.1
2003	043120.1,100080.1
2004	043130.1,100100.1,392420.1,058270.1,305740.1
2005	043150.1,431590.1,078780.1,167560.1
2006	043160.1,446740.1
2007	043190.1,058220.2
2008	043230.1,059900.1,423340.1
2009	043270.1,156810.1,195400.1,156820.1
201	003840.1,392580.1
2010	043290.1,314720.1
2011	043320.1,090960.1
2012	043350.1,127440.1
2013	043360.2,127430.1
2014	043390.1,050930.1
2015	043400.1,050920.4,386500.1,069920.2,
2016	043430.1,103100.1
2017	043470.1,374440.1,062280.1
2018	043490.1,451290.2,125970.1
2019	043510.1,076500.1
202	003850.1,392570.1
2020	043520.1,180220.1
2021	043540.1,295560.1
2022	043550.1,052690.2
2023	043580.3,304450.1
2024	043610.1,193020.1
2025	043640.1,265360.1
2026	043660.1,106440.1
2027	043670.1,106450.1
2028	043690.1,106470.1,160420.1,061600.1
2029	043710.1,378870.1
203	003870.1,251590.1
2030	043720.1,425080.1,456090.1,102520.1
2031	043730.1,153350.1
2032	043750.1,434980.1
2033	043760.1,066220.2
2034	043780.1,396800.1
2035	043790.1,396790.2
2036	043800.1,396780.1
2037	043820.1,396770.1,442250.1
2038	043850.1,106290.1
2039	043890.1,240200.1
204	003880.1,127750.1,074920.1,400230.1,089260.1,402290.1,251610.1,177280.1,424500.1,070690.1,308380.1,045150.1,233880.1,369070.1,211460.1,349350.1,222080.1,067810.1
2040	043910.1,048140.1
2041	043980.1,393320.1,270240.1
2042	044010.1,095930.1
2043	044040.1,156320.1,263250.2,059860.1
2044	044120.1,325900.1
2045	044230.1,337540.1
2046	044300.1,241340.1
2047	044320.2,072960.1
2048	044330.3,072950.1
2049	044360.1,413940.1,405030.1,322650.2,
205	003920.1,417530.1,312560.1,127610.1
2050	044380.1,375750.1
2051	044390.4,272220.2
2053	044410.2,054640.1,428810.1,287920.1,354550.2,
2054	044440.1,352020.1
2055	044460.1,055350.1
2056	044470.1,055340.1
2057	044480.1,055310.1
2058	044500.1,155260.1
2059	044510.1,155270.1
206	003930.1,377880.1
2060	044520.3,155280.1
2061	044540.1,155290.1
2062	044550.1,155300.1,093710.1,132390.1,448870.1,398760.2,
2063	044650.1,195170.1
2064	044660.1,195150.1
2065	044690.2,277500.1
2066	044720.1,353490.1,277470.1,376410.1
2067	044750.1,145920.1,372260.1,053140.1
2068	044760.1,145910.1,053160.1
2069	044770.1,145890.2
207	003950.1,268850.1
2070	044780.1,145880.1
2071	044790.1,332300.1
2072	044820.2,273000.1
2073	044870.1,337900.1
2074	044880.1,213500.1
2075	044890.1,264620.1,262280.1
2076	044960.1,174140.1
2077	045010.1,427000.1,144410.1
2078	045030.1,352430.1
2079	045070.1,417750.1
208	004040.1,342710.1
2080	045110.1,182690.1
2081	045120.1,050730.1
2083	045160.1,376930.1,068760.3,
2084	045180.1,296000.1,165830.1
2085	045190.1,165840.1
2086	045200.1,165870.1,248690.1
2087	045230.1,440550.1
2088	045260.1,133510.1
2089	045270.1,297300.1
209	004060.1,062260.1,062290.1
2090	045310.1,122710.1
2091	045350.1,091720.1
2093	045380.1,100190.1
2094	045390.1,456400.1,300920.1
2095	045410.1,332900.1
2096	045420.1,442920.1
2097	045460.1,455320.1,179790.1
2098	045470.1,455310.1
2099	045490.1,276820.1,045510.1
21	000400.1,316280.1
210	004090.1,302900.1
2100	045530.1,342640.1
2101	045550.1,140010.2,252080.1,120340.1
2102	045570.1,121120.1,350310.1,163800.1,281920.1
2103	045600.1,429360.1
2104	045610.1,429370.1,367050.1
2105	045620.1,367070.1,453660.1
2106	045640.1,429410.1
2107	045660.1,429430.1
2108	045670.1,429440.1
2109	045700.2,413740.1,332010.2,098620.5,
211	004100.1,446420.1,217530.1,217540.1
2110	045710.1,413730.1
2111	045730.1,376140.1
2112	045770.1,247800.1,386440.1,153450.1,313280.1
2113	045820.1,362420.1
2114	045850.1,362400.1
2115	045880.1,260620.1
2116	045920.1,363000.1
2117	046010.1,356630.1
2118	046040.1,190390.1,315460.1
2119	046060.1,190350.1
212	004120.1,226790.1
2120	046070.1,190340.1,344760.1
2121	046080.1,190320.1
2122	046090.1,344780.3,078170.1
2123	046100.2,190310.1
2124	046110.1,046120.1,268270.1
2125	046130.1,190280.1,193910.1
2126	046150.1,190270.1
2127	046160.1,208210.1,285630.1,346660.1
2128	046180.2,144260.1
2129	046190.1,073290.1
213	004200.1,035490.1,225470.1,147620.1
2130	046200.1,073280.1
2131	046260.2,157090.1,335950.1
2133	046290.1,253880.1,157130.1
2134	046330.1,077130.1
2135	046350.1,302150.1,303230.1,119800.1,242280.1
2136	046360.1,302160.1
2137	046370.1,085520.1,302180.1
2138	046380.1,435150.1
2139	046400.1,400930.1,303300.1
214	004220.1,242740.1
2140	046410.1,274520.1
2141	046430.1,415160.1
2142	046550.1,237930.1
2143	046570.1,304540.1
2144	046580.1,067400.1
2145	046590.1,122730.2,334760.1,144750.1
2146	046600.1,122740.1
2147	046610.3,122770.1,266570.1,444400.1,197770.1
2148	046620.1,122780.1
2149	046630.1,122790.1
215	004270.1,242710.1,225410.1
2150	046640.1,122800.1,149050.1,287490.1,286540.1,197860.2,258470.1,243380.1,444460.1,280500.1,130440.1
2151	046650.1,122810.1
2152	046700.1,308060.1
2153	046750.1,077870.1
2154	046760.2,313060.3
2155	046770.1,313040.1
2156	046850.1,058450.3
2158	046880.1,099260.1
2159	046900.1,162310.1
216	004280.1,242700.1
2160	046910.1,404230.1
2161	046920.1,162770.1
2162	046930.1,097810.1,202300.1,166630.1
2163	047000.1,059640.1
2164	047010.1,304360.1
2165	047020.1,108850.1
2166	047080.1,076920.2,413990.1
2167	047120.1,263490.1
2168	047130.1,263480.1
2169	047140.2,263470.1
217	004320.1,242680.1
2170	047150.1,263460.3
2171	047160.1,273340.1,370150.1
2172	047180.2,273350.1
2173	047190.1,088210.1
2174	047200.1,047210.1,334700.1,341120.1,088220.1,374670.1,425630.1,381020.1,162160.1,234240.1
2175	047230.1,198380.1
2176	047270.1,052460.1
2177	047280.1,183790.1
2178	047300.1,182850.1
218	004330.1,296510.3,389080.1
2180	047420.1,047430.1,409220.1
2181	047480.1,422960.1,052250.1,072590.1,071460.1,066080.2,303700.1
2182	047520.1,332670.2
2183	047570.1,290220.1,174040.1,066270.1
2184	047630.1,089170.1
2185	047660.4,054850.1,136170.1,121000.1,305130.1,350520.1
2186	047690.1,159260.1,235470.1
2187	047700.1,348920.1,116450.1,407750.1
2188	047730.1,108940.2,217560.1,148320.1
2189	047740.2,144470.1
219	004360.1,361570.2
2190	047760.1,325690.1
2191	047770.1,047780.1
2192	047830.1,157530.1
2193	047890.1,177040.1
2194	047900.1,274090.1,450130.1
2195	047950.1,195420.2
2196	047990.1,112170.1,160980.1
2197	048010.1,160960.1
2198	048030.2,454910.1
2199	048050.1,407960.1
22	000410.1,316290.1
220	004380.1,427760.1
2200	048100.1,220840.1,204610.1,123120.1
2201	048130.1,431790.1
2202	048160.1,404440.1
2203	048170.1,404450.1
2204	048180.1,404470.2,389190.1,100170.1
2205	048190.1,376370.1,400010.1,448300.1
2206	048220.1,387610.1
2207	048230.1,267440.1
2208	048250.1,267450.1
2209	048270.1,202730.1
221	004390.1,245680.1
2210	048300.1,177030.1
2211	048380.1,357180.1
2212	048400.1,357190.1
2213	048410.2,357200.1,198780.1,327610.2,
2214	048510.1,249010.1
2215	048540.1,330940.1,083620.1
2216	048570.1,372720.1,373150.1,156890.1
2217	048580.1,420700.1,249730.1
2218	048590.1,420710.1
2219	048600.1,420740.1
222	004400.1,195910.1,131490.1
2220	048610.2,317310.1
2221	048620.1,420760.1
2222	048640.1,404210.1,310230.1,346740.1
2223	048650.1,126550.2,115270.1,233770.1
2225	048680.1,126570.1
2226	048690.1,126590.1
2227	048700.1,048710.1,055010.1
2229	048760.1,444730.1,048770.1,080340.1,287420.1
223	004410.1,245730.2,131510.1
2230	048780.1,340570.2
2231	048790.1,144400.2
2232	048820.1,144380.1,165780.1
2233	048830.1,144370.1
2234	048840.1,144360.2,097640.2,300420.1
2235	048910.1,225370.1
2236	048930.1,225380.1
2237	048950.1,225430.1,147670.1,151760.1
2238	048960.1,242730.1
2239	048970.1,176530.1
224	004470.1,434890.1,065710.1,087320.1
2240	048990.1,147640.1
2241	049090.1,295170.3,306170.1,379210.1,214470.1
2242	049100.1,086880.1
2243	049110.1,086890.1
2244	049180.1,169180.1
2245	049190.1,331470.1
2246	049200.1,331480.1
2247	049210.1,331490.1
2248	049220.1,331500.3
2249	049250.1,331510.1
225	004480.1,213440.1
2250	049270.1,111130.1
2251	049290.1,069200.1,452380.1
2252	049360.1,284980.1,225780.1
2253	049370.1,111060.1
2254	049380.1,111050.1
2255	049390.1,111030.1
2256	049430.1,214070.1,367740.1
2257	049440.1,317760.1
2258	049490.1,270160.1,270170.1,323770.1,270180.1
2259	049500.1,143440.1
226	004500.1,146720.1,146710.1
2260	049510.1,143430.1,323600.1,401390.1
2261	049530.1,313070.1
2262	049540.1,093390.2,329800.2,138850.1,198220.1
2263	049590.1,452680.1
2264	049600.1,452660.1
2265	049630.1,305620.1,383570.1
2266	049650.1,213660.2
2267	049660.1,240670.1,404690.1,422720.1
2268	049700.1,219590.1,219570.1
2269	049710.1,219580.1
227	004520.1,453760.1,147490.1,066600.1,087650.1
2270	049720.1,219610.1
2271	049730.1,219630.4,457950.1
2272	049750.1,219670.1
2273	049770.1,133620.1
2274	049800.1,174460.1
2275	049810.2,174470.1
2276	049820.1,264850.1
2277	049830.1,264840.1
2278	049840.1,151060.1
2279	049880.1,219990.1,136780.1
228	004540.1,017230.1,078370.1,113840.1
2280	049900.1,220010.2,136790.1
2281	049920.1,092640.1
2282	049930.1,303090.1
2283	049940.1,303080.1,280680.1,287170.1
2284	049950.1,303060.1,250660.1
2285	049980.1,052680.1,075870.1,271660.1
2286	050020.1,052630.1
2287	050080.1,387230.1
2288	050110.1,387210.1
2289	050120.1,387190.1,355150.1,101240.1
229	004560.1,105120.1
2290	050140.1,387160.1
2291	050170.1,385550.1,385540.1
2292	050180.1,163710.1,173680.1
2293	050190.1,163720.1
2294	050200.1,298800.1
2295	050210.1,341580.1
2296	050230.1,341570.1,145830.2,
2297	050240.3,104640.1,218350.1,128340.1
2298	050270.1,393410.1
2299	050280.1,423620.1,145820.1,218340.1,393400.1,104610.1
23	000430.1,316310.1
2300	050290.1,104580.1
2301	050300.1,104570.1
2302	050310.1,128290.2
2303	050320.1,128280.1
2304	050330.1,128270.1
2305	050340.1,128210.1,128240.1,128250.1
2306	050350.1,128230.1,128220.1,128260.1
2307	050370.1,446320.1,154730.1
2308	050410.1,163490.1,452810.1,098260.1
2309	050440.1,080580.1
231	004600.1,428750.1
2310	050450.3,253500.1,080600.1,316050.3,198480.1,276510.2,
2311	050470.1,253510.1
2312	050480.2,253520.3
2313	050490.1,253530.1
2314	050500.1,333280.1,112260.1
2315	050510.1,333270.1,145400.1
2316	050530.1,119030.1
2317	050550.1,101430.1
2318	050560.2,207520.1
2319	050570.1,387730.2
232	004620.1,371620.2
2320	050590.1,083060.1
2321	050690.1,065740.1,449370.1,389500.1
2322	050810.1,123600.1
2323	050820.1,323070.1,118090.1
2324	050840.1,323080.1
2325	050870.1,194520.1
2326	050890.1,194500.2
2327	050970.1,081650.1,362090.1,069540.1,443180.1
2328	051010.1,281610.1
2329	051040.1,065190.1,383100.2,
233	004640.1,004660.1,004650.1,197210.1,012530.1,197180.1,253650.1,346920.1,108540.1,108530.1
2330	051080.1,456310.1,216810.1,215210.1
2331	051130.1,319540.1,051140.1,402880.1,095380.1
2332	051170.1,451160.1
2333	051180.1,451150.2
2334	051240.1,254950.1
2335	051260.1,101480.1
2336	051300.1,237290.2
2337	051310.1,275310.1
2338	051320.1,275320.1
2339	051330.1,275330.1
234	004670.1,128660.1
2340	051350.1,067980.1
2343	051430.2,167310.3
2344	051440.1,358680.1
2345	051480.1,252040.1,089150.1,323120.1
2346	051490.1,142260.1
2347	051500.1,142270.1
2348	051510.1,243070.1
2349	051520.1,336750.1
235	004700.1,375300.1
2350	051550.1,092360.1
2351	051560.1,170140.3,282620.1
2352	051580.1,412320.1,248340.1,258090.1
2353	051600.1,092230.1
2354	051620.1,207290.1,136180.1,092220.1
2355	051660.1,092440.1,092460.1
2356	051680.2,236110.1,103060.1,215750.1,119110.1,235530.1,081720.1
2357	051690.1,119120.1
2358	051700.2,410320.1,065650.1,215740.1,372880.1
2359	051710.1,379590.1,176660.1
236	004710.1,039430.1
2360	051790.1,454180.1
2361	051800.1,457170.1,344120.1,263430.2,
2362	051810.1,116410.1,394340.1
2363	051820.1,394330.1
2364	051830.1,379330.1,273520.1,321820.1,162210.1,056460.1
2365	051860.1,412730.1
2366	051870.1,281410.1
2367	051910.1,368730.1
2368	051920.1,368740.1,150190.1
2369	051940.1,144150.1
237	004720.1,398720.1
2370	051990.1,190590.1,424800.1,195350.3,451840.1,057420.1,062620.1,070520.1,235210.1
2371	052000.1,190540.1
2372	052050.1,394780.1
2373	052060.1,268800.1
2374	052070.1,268780.1
2375	052080.1,268770.1
2376	052160.1,057690.1
2377	052190.1,404300.1
2378	052210.1,416410.5
2379	052220.1,253460.1,451100.1
238	004750.1,293830.1
2380	052230.1,233590.2
2381	052240.1,233580.2
2382	052270.1,233570.1
2383	052280.1,359920.2
2384	052310.1,150940.3
2385	052320.2,359910.2,108710.1
2386	052330.1,440300.1,340160.1,127570.1
2387	052340.1,198730.1
2388	052360.1,052370.1
2389	052390.1,190510.1
239	004760.1,404050.1
2390	052410.1,190490.1,150350.2,081320.1,304530.1
2391	052440.4,190470.1
2392	052480.1,449680.1,111930.1,308110.1
2393	052490.1,351600.1
2394	052510.1,406850.1,372470.3,
2395	052530.1,152330.1
2396	052540.1,196520.1
2397	052580.2,314770.1,094070.1
2398	052590.1,292950.1,292960.1,052600.1
2399	052610.2,292970.1
24	000460.1,316370.1
240	004790.1,090780.1,192230.1,141680.1
2400	052620.1,267640.1,075910.1
2401	052660.1,393280.1
2402	052770.1,143420.1
2403	052780.1,093910.1,105710.1
2404	052820.1,082650.1
2405	052840.1,187680.1
2406	052850.3,187690.2
