	FEXC	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX10	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33
HOG1174	1	2	1	0	1	2	1	1	1	1	1	0	1	1	2	0	1	1	1	2	1	1	1	0	0	0	1	1	1
HOG1181	1	1	1	0	4	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1
HOG1182	2	2	3	0	0	2	2	3	0	3	3	3	2	2	2	2	2	0	2	2	2	2	4	2	2	2	2	2	2
HOG1185	4	5	3	2	2	4	4	0	4	5	3	5	2	2	4	4	4	4	5	4	4	4	4	3	4	4	4	2	5
HOG1186	2	1	2	4	4	2	2	6	2	0	2	0	4	3	2	2	2	2	0	2	2	2	1	2	2	2	2	3	1
HOG1197	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	0	1	0	1
HOG1200	1	1	0	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG1203	2	2	0	1	0	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	0	2
HOG1204	4	4	6	5	6	4	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	6	4
HOG1226	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1
HOG1230	1	1	2	1	0	1	1	1	1	0	1	0	0	1	2	0	1	0	0	1	0	0	1	1	1	1	1	1	1
HOG1232	1	0	0	1	0	1	1	1	1	0	1	0	2	1	0	0	1	1	2	1	2	1	1	1	1	1	1	1	1
HOG1235	2	2	2	2	2	2	2	0	2	3	2	0	2	3	3	2	2	2	2	3	2	2	2	2	0	2	2	2	0
HOG1236	1	1	1	1	1	1	1	3	1	0	1	3	1	0	0	1	1	1	1	0	1	1	1	1	3	1	1	1	3
HOG1241	1	1	2	0	2	1	2	1	2	2	1	2	2	0	2	2	2	2	1	2	2	2	1	2	2	1	1	2	2
HOG1245	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0
HOG1260	2	0	0	0	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	0	0	2	0	0	0	2	2	0	0
HOG1262	2	5	2	2	2	2	2	7	2	0	2	7	4	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2
HOG1270	0	1	1	1	1	1	1	1	1	3	0	1	1	1	1	1	2	1	1	1	1	1	0	1	1	0	1	1	3
HOG1271	2	2	2	2	2	2	2	2	2	0	2	3	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	3	0
HOG1272	2	2	0	2	0	2	2	1	2	0	2	1	1	2	2	2	1	0	2	0	1	2	2	0	1	2	2	2	2
HOG1273	3	1	3	3	2	3	3	2	3	1	3	0	2	3	3	3	3	3	3	2	2	3	3	2	3	1	3	2	3
HOG1276	2	4	3	4	3	2	2	2	2	5	2	0	3	2	2	2	2	3	2	2	5	2	4	4	2	2	2	2	3
HOG1277	3	0	5	3	3	3	3	0	3	3	3	1	1	3	5	3	3	3	3	5	4	3	3	4	5	3	3	5	4
HOG1278	2	1	2	3	4	2	2	2	3	3	3	2	3	2	2	2	3	3	3	2	3	2	3	2	2	2	3	2	3
HOG1282	9	8	10	9	6	9	9	6	9	9	8	9	9	9	8	8	9	9	9	10	9	8	9	9	8	9	8	9	9
HOG1285	3	3	3	4	3	4	2	4	3	2	3	2	3	2	3	3	3	4	2	3	3	3	3	3	3	3	3	3	3
HOG1286	1	1	0	1	1	0	2	2	3	2	1	2	2	2	1	1	2	0	1	1	2	2	2	1	2	1	2	1	2
HOG1288	3	3	3	3	3	3	3	3	2	2	3	0	3	2	3	2	3	3	2	3	3	3	3	0	2	0	3	3	2
HOG1289	7	6	8	8	9	8	6	6	8	7	8	10	8	8	8	8	8	8	8	6	7	7	8	5	7	8	7	5	7
HOG1290	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0
HOG1291	2	2	4	3	3	2	3	2	3	4	2	3	4	3	2	2	3	2	2	2	3	3	2	3	2	3	3	3	3
HOG1310	2	2	2	1	2	3	2	2	2	2	2	2	3	2	3	3	2	2	2	2	3	2	2	2	2	3	3	2	3
HOG1316	1	1	0	2	0	1	1	2	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1
HOG1318	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3
HOG1321	3	3	3	3	3	3	3	3	2	3	2	3	3	3	1	1	3	2	3	2	2	2	2	3	3	3	2	3	2
HOG1325	1	1	0	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	0	1	1	1	2	1	1	1	1	1
HOG1327	1	1	3	0	2	1	1	0	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1
HOG1329	1	0	1	0	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
HOG1330	3	2	3	4	3	3	3	2	3	3	3	3	2	1	3	3	3	3	3	2	2	3	4	3	3	3	3	3	3
HOG1333	2	2	2	3	3	2	2	3	2	3	2	2	3	3	3	3	4	3	4	3	3	2	3	3	2	2	3	2	3
HOG1334	2	2	2	3	2	2	3	1	2	3	3	3	3	2	2	2	3	2	0	3	2	2	3	3	3	3	1	3	2
HOG1335	9	6	8	9	10	9	9	9	9	10	11	4	7	5	9	9	8	10	10	8	11	10	9	11	9	6	9	9	10
HOG1336	1	1	0	0	0	1	1	1	0	1	2	1	0	0	1	4	2	1	1	5	1	0	2	1	1	1	1	1	1
HOG1338	4	4	5	4	4	4	4	3	3	3	4	4	4	4	5	4	4	5	4	4	4	4	4	4	4	3	4	4	3
HOG1339	1	1	2	2	2	1	1	1	2	1	0	1	0	2	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1
HOG1342	1	4	3	0	1	3	1	1	1	0	0	2	0	2	0	0	0	3	1	0	1	0	0	3	1	2	0	3	2
HOG1343	9	9	12	8	9	9	9	9	11	10	10	9	9	10	9	10	10	9	9	10	10	10	8	9	10	10	10	8	10
HOG1344	1	0	1	3	2	0	2	2	3	2	3	3	1	2	3	0	2	0	1	0	2	0	0	0	3	2	1	0	0
HOG1354	1	3	1	1	1	1	1	1	1	1	1	3	1	1	0	3	1	1	3	1	1	1	1	1	1	1	1	1	1
HOG1359	1	2	2	0	1	2	1	1	1	2	1	1	3	1	1	1	3	1	2	2	2	1	1	1	1	1	1	1	1
HOG1360	2	1	1	3	2	1	2	2	2	1	2	2	0	2	2	2	0	1	1	1	1	2	2	2	2	2	2	2	2
HOG1368	3	3	4	3	4	3	3	0	3	4	3	0	4	4	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3
HOG1391	1	2	2	2	1	2	2	2	1	2	1	2	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1
HOG1393	2	2	0	2	2	2	2	0	2	0	3	1	2	0	2	2	3	3	2	2	2	2	2	3	2	3	0	2	3
HOG1394	1	1	3	1	1	1	1	3	1	3	0	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
HOG1402	2	1	2	2	2	2	2	2	2	2	2	2	0	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG1427	2	3	2	2	3	3	2	2	2	2	3	3	2	3	3	3	2	3	2	3	2	3	3	3	2	3	3	2	3
HOG1447	1	2	2	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	2
HOG1457	1	0	1	2	0	1	1	0	0	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1
HOG1458	4	6	5	4	6	5	6	7	6	5	4	6	6	6	5	5	4	5	6	6	5	6	4	6	6	6	5	6	6
HOG1459	2	2	3	2	3	2	2	2	2	3	2	2	5	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
HOG1461	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG1462	2	0	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG1463	1	2	2	1	0	1	1	0	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1
HOG1464	2	2	1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2
HOG1491	1	2	2	2	2	2	1	2	2	1	1	2	1	0	0	2	2	2	2	2	1	2	1	2	1	1	2	1	2
HOG1492	1	1	1	1	1	1	0	2	1	3	1	1	0	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1
HOG1493	1	1	1	1	1	1	3	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
HOG1511	3	3	1	1	1	3	3	1	3	1	3	1	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3
HOG1520	3	3	3	3	3	3	3	3	3	5	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG1521	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2
HOG1535	3	3	4	4	4	3	4	4	3	3	4	3	5	4	4	4	4	4	4	4	3	3	4	4	4	3	4	4	3
HOG1540	1	1	1	0	0	1	1	2	1	0	1	0	0	1	1	0	0	2	0	1	1	1	0	1	1	1	1	1	1
HOG1541	4	4	4	6	4	4	4	4	4	6	4	4	4	4	4	4	4	4	4	4	4	2	2	4	4	4	4	4	4
HOG1542	1	1	1	0	2	1	1	0	1	0	1	2	2	1	1	2	2	0	2	1	1	3	4	1	1	1	1	1	1
HOG1569	1	3	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1
HOG1594	2	0	1	2	1	2	0	1	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2
HOG1595	4	5	4	3	5	4	5	4	5	3	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4
HOG1596	7	8	9	8	8	6	4	8	7	8	8	9	8	8	8	8	8	7	8	6	8	8	8	7	7	7	8	7	8
HOG1597	1	1	0	1	1	2	4	0	2	0	1	0	1	1	0	0	1	2	1	2	0	1	1	1	0	0	1	1	1
HOG1600	1	1	2	2	2	1	1	0	2	0	2	0	2	2	1	2	2	0	2	0	2	2	2	1	1	2	2	1	2
HOG1603	1	3	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG1608	3	3	3	3	3	3	3	3	3	1	3	2	3	3	3	1	3	3	3	1	3	3	3	3	3	3	3	3	3
HOG1624	1	3	2	3	0	1	1	3	3	1	1	1	1	1	2	3	2	2	2	2	0	1	1	1	1	2	1	2	2
HOG1629	1	1	0	3	1	1	1	0	1	3	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG1630	2	2	3	0	2	2	2	3	2	0	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG1634	2	2	0	2	2	2	0	4	1	0	2	1	0	0	3	2	2	2	2	2	0	2	2	2	2	0	2	2	2
HOG1635	2	2	4	2	2	2	4	0	3	4	2	3	4	4	1	2	2	2	2	2	4	2	2	2	2	4	2	2	2
HOG1644	3	3	4	3	3	3	3	3	3	3	3	3	0	0	3	3	3	0	4	3	0	0	4	3	4	3	3	4	0
HOG1646	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	3	1	1	1	1	1	1	1	1
HOG1680	4	5	6	5	6	6	6	6	5	6	6	6	5	6	6	4	4	5	5	6	6	6	6	6	6	5	6	5	5
HOG1686	0	0	2	2	1	1	0	1	1	1	2	0	1	1	0	0	1	1	2	1	0	1	2	0	0	0	1	0	1
HOG1713	1	2	1	1	1	1	0	1	0	1	1	1	2	2	1	2	0	2	2	1	1	1	1	1	1	1	0	1	1
HOG1714	1	0	1	1	0	1	2	1	2	1	1	1	0	0	1	0	2	0	0	1	0	1	1	1	1	1	2	1	1
HOG1718	1	0	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG1729	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2
HOG1744	1	1	0	1	2	1	2	0	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1
HOG1747	2	2	3	2	2	2	2	3	2	2	2	3	3	3	3	2	2	3	2	3	1	2	2	2	3	3	2	1	3
HOG1756	3	2	3	2	3	3	2	4	3	3	3	4	3	3	4	4	3	2	3	3	2	3	2	4	4	4	3	3	3
HOG1759	1	2	1	2	1	1	2	0	1	1	1	0	1	1	0	0	1	2	1	1	2	1	2	0	0	0	1	1	1
HOG1760	2	2	2	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	2	2	2	1	2	2	2
HOG1762	1	2	1	1	0	1	1	2	1	1	0	2	1	0	1	2	0	0	0	1	0	1	1	1	1	2	2	1	0
HOG1763	1	0	1	1	2	1	1	0	1	1	2	0	1	2	1	0	2	1	0	1	1	1	1	1	1	0	0	1	2
HOG1768	2	2	2	2	2	2	2	2	3	2	2	0	4	2	2	2	2	4	2	2	4	2	2	2	2	2	2	2	2
HOG1769	2	2	3	3	3	2	3	3	2	3	3	5	1	3	2	2	3	1	3	3	1	3	3	3	3	3	3	3	3
HOG1770	3	3	1	1	3	2	2	2	3	1	3	1	3	3	3	1	3	1	1	2	3	1	1	1	3	2	3	1	3
HOG1781	3	3	3	3	4	3	3	0	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3
HOG1782	2	2	2	2	6	2	2	5	2	3	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG1783	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1
HOG1785	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG1786	6	6	6	6	6	7	7	6	6	7	5	5	6	7	6	6	5	5	6	6	6	6	6	6	6	6	6	5	5
HOG1790	5	5	5	5	8	5	5	5	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	7	5	5	5	5	5
HOG1791	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	1
HOG1798	2	2	4	1	1	2	0	4	2	3	1	3	3	2	2	2	2	3	0	3	2	2	2	1	4	2	4	1	2
HOG1799	5	5	5	5	6	4	6	5	3	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
HOG1800	6	6	8	8	2	7	7	7	5	8	6	8	6	4	6	8	4	9	8	7	6	8	7	9	6	7	6	8	6
HOG1801	1	2	0	2	0	1	0	0	1	1	1	2	0	1	2	1	1	2	0	1	2	1	1	1	0	2	1	2	1
HOG1802	2	1	1	2	0	1	4	1	2	0	2	0	1	2	1	1	2	0	3	1	1	2	2	1	1	1	0	2	2
HOG1806	3	4	2	4	4	3	5	3	5	3	4	2	5	4	3	4	4	4	4	3	4	4	4	3	4	4	4	4	4
HOG1807	4	5	7	5	7	5	5	6	7	6	4	5	6	6	6	5	4	4	5	4	5	5	4	4	5	5	4	5	5
HOG1809	4	4	4	4	3	4	3	4	4	4	4	4	1	3	3	4	4	4	4	3	4	4	4	4	4	4	4	3	4
HOG1817	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1
HOG1834	1	1	0	0	2	1	1	3	0	0	1	1	0	0	0	1	1	1	1	1	3	1	1	1	1	1	1	1	1
HOG1835	2	2	3	3	1	2	2	0	3	2	2	2	3	3	3	2	2	2	2	2	0	2	2	2	2	2	2	2	2
HOG1848	1	1	1	0	0	2	1	2	0	0	0	1	2	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0
HOG1849	1	1	1	2	0	0	1	0	0	0	2	1	0	0	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0
HOG1866	2	2	1	2	0	2	2	1	1	0	2	1	1	1	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
HOG1874	7	8	8	8	10	7	7	6	8	9	6	7	8	8	7	7	7	6	7	7	7	7	7	7	7	7	8	8	7
HOG1875	1	0	1	1	0	2	2	2	2	2	2	1	1	0	2	1	1	2	1	2	2	2	2	1	1	2	1	1	2
HOG1877	2	3	2	2	2	3	3	3	3	3	3	2	2	2	3	3	3	2	2	3	2	3	2	3	3	2	2	3	3
HOG1883	7	8	8	8	8	6	8	6	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
HOG1888	2	3	2	2	2	2	2	3	2	2	2	3	2	2	2	3	3	3	3	3	4	2	2	2	3	3	2	3	2
HOG1895	1	1	1	3	0	1	1	1	1	0	1	3	3	0	0	1	1	1	1	0	0	0	1	1	2	3	1	1	1
HOG1897	2	2	2	0	2	2	2	2	2	3	2	0	0	4	3	2	2	2	2	0	1	3	2	2	1	0	2	2	2
HOG1898	2	2	3	3	1	2	2	3	1	2	2	3	3	1	2	3	2	3	1	1	3	3	1	3	2	3	2	3	3
HOG1899	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	4	4	4	2	2	2	2	2	2	2	2
HOG1906	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG1924	2	3	3	3	3	2	2	3	3	3	2	3	3	4	3	3	2	3	3	3	4	3	2	2	2	2	2	3	3
HOG1926	3	4	3	3	3	3	4	4	3	3	3	4	4	3	4	4	4	3	4	4	2	4	3	4	4	4	3	3	3
HOG1932	2	2	2	3	3	2	2	3	2	2	3	2	2	3	3	3	2	3	2	3	3	3	3	3	3	3	2	3	2
HOG1935	2	0	2	1	2	2	2	2	2	0	2	1	0	2	2	2	2	1	2	2	2	1	2	2	2	2	3	2	3
HOG1937	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	0	2	0	1	0	2	2	2	2	2	0	2	2	2
HOG1938	1	3	3	1	1	1	1	1	1	1	1	3	1	1	2	4	1	1	1	1	1	1	1	2	2	1	1	3	1
HOG1939	3	1	1	3	3	3	3	3	3	3	3	1	3	3	2	0	3	3	3	3	3	3	3	2	2	3	3	1	3
HOG1941	5	6	6	6	6	5	4	6	5	6	5	4	6	6	4	5	5	5	4	5	5	6	5	5	4	5	5	4	5
HOG1942	1	0	0	0	0	1	2	0	1	0	1	2	0	0	2	0	1	0	2	1	1	0	1	1	2	1	1	2	1
HOG1951	1	1	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	0	2	2	2	2
HOG1968	2	2	0	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	0	0	0	2	0	2
HOG1972	1	1	0	0	2	1	1	0	1	0	1	2	2	2	2	2	1	0	0	0	1	2	1	2	2	2	1	2	1
HOG1977	3	3	5	5	5	3	5	4	5	5	5	4	5	5	3	4	5	5	5	4	4	5	5	4	4	4	5	4	5
HOG1984	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	2	1	1	1	0	0	0	1	1	1	1
HOG1987	2	2	2	2	1	2	3	2	2	3	2	3	3	2	2	4	2	2	2	2	2	2	3	3	3	2	2	2	2
HOG1991	2	2	1	2	1	0	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	1
HOG1993	4	5	0	1	5	6	4	4	5	4	2	3	2	2	4	3	4	3	4	2	2	4	4	2	2	5	5	1	5
HOG1994	4	5	6	5	6	4	4	6	5	6	5	6	6	6	6	6	4	6	5	6	4	5	5	5	4	5	4	6	6
HOG1996	7	6	7	7	7	7	7	8	5	7	7	8	8	7	7	8	7	7	7	6	7	7	7	8	8	8	6	8	6
HOG1998	1	2	1	1	0	1	1	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	0	1	0	1	1	1
HOG1999	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1
HOG2024	2	2	3	0	2	2	2	0	2	0	2	3	3	2	2	3	2	2	3	3	3	2	2	2	2	2	2	2	2
HOG2025	1	0	0	3	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
HOG2026	2	2	1	2	2	2	2	2	2	0	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2
HOG2029	1	4	0	1	1	1	1	3	1	0	1	0	0	1	2	3	1	1	2	2	1	1	3	0	0	2	1	0	1
HOG2030	4	3	7	5	6	4	4	4	6	7	4	7	7	4	3	3	4	4	3	3	3	4	2	4	4	3	4	4	3
HOG2031	1	0	0	1	0	1	1	0	0	0	1	0	0	2	2	1	2	2	1	1	2	2	2	2	2	1	1	2	3
HOG2045	3	3	2	3	3	2	2	3	3	3	3	4	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3
HOG2046	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
HOG2051	4	3	5	3	5	3	5	5	3	5	4	5	5	3	3	4	4	2	3	4	5	5	4	3	5	4	4	4	4
HOG2052	2	3	1	2	1	3	1	1	2	1	2	1	1	2	2	2	1	3	3	2	1	1	2	3	2	2	2	2	2
HOG2057	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1
HOG2064	2	2	3	3	3	3	2	2	3	3	3	2	3	3	2	3	2	3	2	3	3	3	2	2	2	2	3	2	2
HOG2075	1	0	3	1	1	1	0	1	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
HOG2076	0	1	1	2	2	1	1	1	1	1	1	0	1	0	1	1	2	2	2	1	0	1	1	1	1	1	1	1	1
HOG2078	1	1	1	1	0	1	2	1	0	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	2	0	2	1
HOG2082	2	1	1	0	0	1	1	1	1	1	1	3	1	2	1	1	0	0	0	1	2	1	1	1	1	1	1	1	1
HOG2088	2	2	1	2	3	2	1	2	2	1	2	2	1	1	2	2	2	2	3	1	1	2	2	2	2	1	3	1	2
HOG2089	8	8	6	7	6	7	8	7	6	7	7	9	6	6	8	8	7	6	5	7	7	6	8	9	8	8	7	8	7
HOG2096	1	1	0	1	0	1	2	2	1	0	0	2	0	0	2	2	1	2	2	3	1	0	1	1	2	2	0	1	1
HOG2097	1	1	1	1	2	1	1	1	1	1	2	0	2	0	1	1	1	1	0	0	1	2	1	1	1	1	2	1	1
HOG2099	1	2	2	2	2	2	1	0	1	0	1	0	1	2	0	1	1	0	3	1	2	2	1	1	2	1	1	2	2
HOG2101	1	3	0	3	3	1	1	3	1	0	1	3	1	3	3	3	1	1	1	3	2	3	0	3	3	3	1	1	1
HOG2111	7	8	11	12	10	11	9	12	10	12	11	10	11	11	8	9	11	11	12	8	10	12	10	10	10	10	10	11	12
HOG2112	5	6	7	7	7	6	8	7	8	7	8	8	7	7	6	6	7	7	7	7	8	7	8	7	8	8	8	7	7
HOG2115	6	5	5	7	4	6	6	6	5	6	7	5	6	6	5	4	6	5	6	6	6	6	6	6	6	6	5	6	6
HOG2117	2	2	1	2	0	2	2	2	2	2	2	2	2	0	1	2	2	2	2	2	1	2	2	2	0	1	2	0	0
HOG2118	2	2	3	2	4	2	2	1	2	2	2	2	2	4	3	2	2	2	2	2	3	2	3	2	4	3	3	4	4
HOG2130	3	3	3	3	1	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	3	3	2	3	3	3	3
HOG2133	3	3	3	1	2	3	3	3	3	0	3	0	3	2	3	3	3	3	3	3	2	2	3	1	3	3	3	2	3
HOG2137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1	0	1	1	1	1	1	1	1	1
HOG2138	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	2	3	2	2	2	2	2	2	2	2
HOG2139	7	6	7	7	8	7	7	6	7	8	6	7	8	8	6	6	7	7	7	6	7	7	7	7	7	7	7	7	7
HOG2141	2	2	2	2	2	2	2	2	2	0	2	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG2142	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0
HOG2149	1	3	3	3	3	1	1	1	2	3	2	3	3	3	3	1	2	2	3	1	3	3	2	1	3	2	2	2	2
HOG2166	2	2	2	2	4	2	3	2	2	4	2	4	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3
HOG2167	1	2	0	1	0	2	1	3	1	0	3	2	0	2	3	0	2	2	0	2	1	2	2	2	2	2	2	2	0
HOG2174	1	1	1	2	1	2	1	1	1	0	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
HOG2175	1	1	1	0	1	0	1	1	1	3	1	0	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
HOG2176	1	1	1	0	1	1	1	1	1	1	1	2	0	1	4	1	1	1	1	1	1	1	1	1	1	1	1	2	0
HOG2177	1	2	0	0	0	1	1	3	1	1	1	1	0	0	1	2	1	0	0	1	0	0	0	1	0	2	0	3	0
HOG2188	2	1	2	2	3	2	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2	1	3	2	2
HOG2190	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5
HOG2191	2	1	3	0	1	2	2	2	2	2	2	1	2	2	2	3	2	2	0	3	2	2	2	2	2	2	0	2	2
HOG2194	2	3	0	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2
HOG2195	1	0	3	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
HOG2205	1	1	1	1	1	0	0	2	1	1	2	0	1	1	1	1	2	2	2	0	1	2	1	2	2	2	1	0	2
HOG2211	7	7	6	6	5	6	7	7	5	6	6	7	6	6	7	7	6	6	7	7	5	5	6	6	7	7	6	7	6
HOG2216	4	5	5	5	4	4	5	5	5	5	6	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5
HOG2229	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	0	2	0	2	0	2
HOG2246	1	1	1	1	1	1	1	0	0	1	1	2	0	1	1	1	0	0	1	1	0	1	2	2	1	1	2	1	1
HOG2250	1	1	1	1	1	1	1	0	2	1	1	0	1	1	1	1	2	3	1	1	3	1	2	0	2	1	0	1	1
HOG2253	5	6	7	6	7	5	5	6	6	7	5	7	7	7	6	6	6	5	4	6	5	6	4	6	6	6	6	6	4
HOG2263	1	1	0	0	3	1	1	4	1	1	1	1	1	3	2	3	1	1	1	1	0	1	1	1	1	1	1	1	1
HOG2275	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1
HOG2277	1	1	0	0	1	1	1	1	2	0	0	3	0	1	0	0	1	2	1	2	1	2	0	1	1	0	0	1	1
HOG2278	3	2	5	3	2	3	3	2	3	3	5	2	4	2	1	2	3	3	4	3	4	2	5	3	5	5	5	3	3
